epoch,accuracy,loss
0,0.9488839772125891,335.0629482716322
1,0.958160819350621,271.7004367634654
2,0.958160819350621,273.345272814855
3,0.9617096784235595,277.03344498202205
4,0.9586589048345422,314.14733088626235
5,0.9672197490894374,245.91881251474842
6,0.9609936805404228,319.39558520913124
7,0.9672197490894374,283.5786574239064
8,0.9652896678392429,285.37215019154246
9,0.9656321016094387,302.11865958571434
10,0.9607757681412072,344.90920592984185
