epoch,accuracy,loss
0,0.6170967842355944,3184.0968015789986
1,0.6422501011736139,2981.573369204998
2,0.6170967842355944,3216.851548373699
3,0.8318338884911123,999.5176617503166
4,0.8941568346667497,680.3936833143234
5,0.9235750085608443,518.8475835323334
6,0.9371789683404415,418.8547414839268
7,0.9367742738847554,466.3512118887156
8,0.9438408616878872,419.6336147636175
9,0.939109049590636,479.39200107194483
10,0.9418173894094574,562.9685759746935
